system,stratum_quantile,query,unit,window_index,method,step,value
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,5,156.48590087890625
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,6,156.48858642578125
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,7,156.48336791992188
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,8,156.50506591796875
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,9,156.506591796875
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,10,156.52420043945312
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,11,156.50607299804688
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,12,156.4861602783203
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,13,156.47979736328125
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,14,156.49530029296875
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,15,156.4888153076172
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,16,156.49172973632812
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,17,156.36862182617188
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,18,156.43701171875
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,19,156.46157836914062
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,20,156.4038543701172
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,21,156.45431518554688
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,22,156.45376586914062
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,23,156.51104736328125
hydraulic,0.75,PS1,bar,399,gaugeformer_v13,24,156.39584350585938
hydraulic,0.25,PS1,bar,191,unitime,1,158.41677856445312
hydraulic,0.25,PS1,bar,191,unitime,2,159.27532958984375
hydraulic,0.25,PS1,bar,191,unitime,3,155.26686096191406
hydraulic,0.25,PS1,bar,191,unitime,4,157.36094665527344
hydraulic,0.25,PS1,bar,191,unitime,5,159.96893310546875
hydraulic,0.25,PS1,bar,191,unitime,6,159.87796020507812
hydraulic,0.25,PS1,bar,191,unitime,7,160.4192657470703
hydraulic,0.25,PS1,bar,191,unitime,8,160.42379760742188
hydraulic,0.25,PS1,bar,191,unitime,9,163.937744140625
hydraulic,0.25,PS1,bar,191,unitime,10,162.94671630859375
hydraulic,0.25,PS1,bar,191,unitime,11,163.84751892089844
hydraulic,0.25,PS1,bar,191,unitime,12,166.58172607421875
hydraulic,0.25,PS1,bar,191,unitime,13,163.01007080078125
hydraulic,0.25,PS1,bar,191,unitime,14,165.34951782226562
hydraulic,0.25,PS1,bar,191,unitime,15,164.50794982910156
hydraulic,0.25,PS1,bar,191,unitime,16,164.65789794921875
hydraulic,0.25,PS1,bar,191,unitime,17,164.4095916748047
hydraulic,0.25,PS1,bar,191,unitime,18,165.16502380371094
hydraulic,0.25,PS1,bar,191,unitime,19,164.3937530517578
hydraulic,0.25,PS1,bar,191,unitime,20,162.81822204589844
hydraulic,0.25,PS1,bar,191,unitime,21,166.69375610351562
hydraulic,0.25,PS1,bar,191,unitime,22,164.05552673339844
hydraulic,0.25,PS1,bar,191,unitime,23,162.68447875976562
hydraulic,0.25,PS1,bar,191,unitime,24,163.9140167236328
hydraulic,0.75,PS1,bar,399,unitime,1,159.33450317382812
hydraulic,0.75,PS1,bar,399,unitime,2,160.30984497070312
hydraulic,0.75,PS1,bar,399,unitime,3,156.24485778808594
hydraulic,0.75,PS1,bar,399,unitime,4,158.1253662109375
hydraulic,0.75,PS1,bar,399,unitime,5,160.98558044433594
hydraulic,0.75,PS1,bar,399,unitime,6,161.30084228515625
hydraulic,0.75,PS1,bar,399,unitime,7,161.76333618164062
hydraulic,0.75,PS1,bar,399,unitime,8,161.56407165527344
hydraulic,0.75,PS1,bar,399,unitime,9,165.1364288330078
hydraulic,0.75,PS1,bar,399,unitime,10,164.3500518798828
hydraulic,0.75,PS1,bar,399,unitime,11,165.28697204589844
hydraulic,0.75,PS1,bar,399,unitime,12,167.86729431152344
hydraulic,0.75,PS1,bar,399,unitime,13,164.18072509765625
hydraulic,0.75,PS1,bar,399,unitime,14,166.72293090820312
hydraulic,0.75,PS1,bar,399,unitime,15,165.77491760253906
hydraulic,0.75,PS1,bar,399,unitime,16,165.80686950683594
hydraulic,0.75,PS1,bar,399,unitime,17,165.68080139160156
hydraulic,0.75,PS1,bar,399,unitime,18,166.31271362304688
hydraulic,0.75,PS1,bar,399,unitime,19,165.40994262695312
hydraulic,0.75,PS1,bar,399,unitime,20,164.03842163085938
hydraulic,0.75,PS1,bar,399,unitime,21,167.67529296875
hydraulic,0.75,PS1,bar,399,unitime,22,164.99832153320312
hydraulic,0.75,PS1,bar,399,unitime,23,163.874267578125
hydraulic,0.75,PS1,bar,399,unitime,24,165.0709228515625
hydraulic,0.25,PS1,bar,191,timer_xl,1,152.76026916503906
hydraulic,0.25,PS1,bar,191,timer_xl,2,159.17745971679688
hydraulic,0.25,PS1,bar,191,timer_xl,3,159.5233154296875
hydraulic,0.25,PS1,bar,191,timer_xl,4,159.74664306640625
hydraulic,0.25,PS1,bar,191,timer_xl,5,158.37411499023438
hydraulic,0.25,PS1,bar,191,timer_xl,6,158.179931640625
hydraulic,0.25,PS1,bar,191,timer_xl,7,157.82681274414062
hydraulic,0.25,PS1,bar,191,timer_xl,8,157.87884521484375
hydraulic,0.25,PS1,bar,191,timer_xl,9,157.90902709960938
hydraulic,0.25,PS1,bar,191,timer_xl,10,157.85940551757812
hydraulic,0.25,PS1,bar,191,timer_xl,11,157.390380859375
hydraulic,0.25,PS1,bar,191,timer_xl,12,156.93821716308594
hydraulic,0.25,PS1,bar,191,timer_xl,13,157.70252990722656
hydraulic,0.25,PS1,bar,191,timer_xl,14,157.35317993164062
hydraulic,0.25,PS1,bar,191,timer_xl,15,156.97000122070312
hydraulic,0.25,PS1,bar,191,timer_xl,16,156.8001708984375
hydraulic,0.25,PS1,bar,191,timer_xl,17,157.7996368408203
hydraulic,0.25,PS1,bar,191,timer_xl,18,158.93910217285156
hydraulic,0.25,PS1,bar,191,timer_xl,19,158.044677734375
hydraulic,0.25,PS1,bar,191,timer_xl,20,158.61679077148438
hydraulic,0.25,PS1,bar,191,timer_xl,21,156.33209228515625
hydraulic,0.25,PS1,bar,191,timer_xl,22,153.55364990234375
hydraulic,0.25,PS1,bar,191,timer_xl,23,153.12879943847656
hydraulic,0.25,PS1,bar,191,timer_xl,24,152.1547393798828
hydraulic,0.75,PS1,bar,399,timer_xl,1,152.71864318847656
hydraulic,0.75,PS1,bar,399,timer_xl,2,159.6204071044922
hydraulic,0.75,PS1,bar,399,timer_xl,3,160.3594207763672
hydraulic,0.75,PS1,bar,399,timer_xl,4,160.62057495117188
hydraulic,0.75,PS1,bar,399,timer_xl,5,159.91041564941406
hydraulic,0.75,PS1,bar,399,timer_xl,6,160.74282836914062
hydraulic,0.75,PS1,bar,399,timer_xl,7,161.24497985839844
hydraulic,0.75,PS1,bar,399,timer_xl,8,161.74342346191406
hydraulic,0.75,PS1,bar,399,timer_xl,9,160.95980834960938
hydraulic,0.75,PS1,bar,399,timer_xl,10,161.52639770507812
hydraulic,0.75,PS1,bar,399,timer_xl,11,161.5115509033203
hydraulic,0.75,PS1,bar,399,timer_xl,12,161.70188903808594
hydraulic,0.75,PS1,bar,399,timer_xl,13,162.7357177734375
hydraulic,0.75,PS1,bar,399,timer_xl,14,162.0126953125
hydraulic,0.75,PS1,bar,399,timer_xl,15,161.7928466796875
hydraulic,0.75,PS1,bar,399,timer_xl,16,162.29925537109375
hydraulic,0.75,PS1,bar,399,timer_xl,17,162.39100646972656
hydraulic,0.75,PS1,bar,399,timer_xl,18,163.8738555908203
hydraulic,0.75,PS1,bar,399,timer_xl,19,162.60324096679688
hydraulic,0.75,PS1,bar,399,timer_xl,20,162.58302307128906
hydraulic,0.75,PS1,bar,399,timer_xl,21,160.76409912109375
hydraulic,0.75,PS1,bar,399,timer_xl,22,157.97755432128906
hydraulic,0.75,PS1,bar,399,timer_xl,23,157.5219268798828
hydraulic,0.75,PS1,bar,399,timer_xl,24,156.5440216064453
hydraulic,0.25,PS1,bar,191,gtm,1,157.4290008544922
hydraulic,0.25,PS1,bar,191,gtm,2,164.06564331054688
hydraulic,0.25,PS1,bar,191,gtm,3,166.73562622070312
hydraulic,0.25,PS1,bar,191,gtm,4,165.26626586914062
hydraulic,0.25,PS1,bar,191,gtm,5,163.72705078125
hydraulic,0.25,PS1,bar,191,gtm,6,161.76025390625
hydraulic,0.25,PS1,bar,191,gtm,7,162.7693328857422
hydraulic,0.25,PS1,bar,191,gtm,8,161.88095092773438
hydraulic,0.25,PS1,bar,191,gtm,9,159.4108123779297
hydraulic,0.25,PS1,bar,191,gtm,10,160.74395751953125
hydraulic,0.25,PS1,bar,191,gtm,11,158.11732482910156
hydraulic,0.25,PS1,bar,191,gtm,12,159.30824279785156
hydraulic,0.25,PS1,bar,191,gtm,13,160.12696838378906
hydraulic,0.25,PS1,bar,191,gtm,14,160.54141235351562
hydraulic,0.25,PS1,bar,191,gtm,15,160.10203552246094
hydraulic,0.25,PS1,bar,191,gtm,16,160.94320678710938
hydraulic,0.25,PS1,bar,191,gtm,17,162.718017578125
hydraulic,0.25,PS1,bar,191,gtm,18,166.06092834472656
hydraulic,0.25,PS1,bar,191,gtm,19,164.28408813476562
hydraulic,0.25,PS1,bar,191,gtm,20,163.15301513671875
hydraulic,0.25,PS1,bar,191,gtm,21,158.2159881591797
hydraulic,0.25,PS1,bar,191,gtm,22,156.30198669433594
hydraulic,0.25,PS1,bar,191,gtm,23,156.87619018554688
hydraulic,0.25,PS1,bar,191,gtm,24,154.73843383789062
hydraulic,0.75,PS1,bar,399,gtm,1,158.63186645507812
hydraulic,0.75,PS1,bar,399,gtm,2,165.49168395996094
hydraulic,0.75,PS1,bar,399,gtm,3,168.1361846923828
hydraulic,0.75,PS1,bar,399,gtm,4,166.71531677246094
hydraulic,0.75,PS1,bar,399,gtm,5,165.00344848632812
hydraulic,0.75,PS1,bar,399,gtm,6,162.992431640625
hydraulic,0.75,PS1,bar,399,gtm,7,164.13633728027344
hydraulic,0.75,PS1,bar,399,gtm,8,163.34329223632812
hydraulic,0.75,PS1,bar,399,gtm,9,160.88836669921875
hydraulic,0.75,PS1,bar,399,gtm,10,162.20994567871094
hydraulic,0.75,PS1,bar,399,gtm,11,159.5680694580078
hydraulic,0.75,PS1,bar,399,gtm,12,160.78623962402344
hydraulic,0.75,PS1,bar,399,gtm,13,161.5293426513672
hydraulic,0.75,PS1,bar,399,gtm,14,161.90325927734375
hydraulic,0.75,PS1,bar,399,gtm,15,161.38998413085938
hydraulic,0.75,PS1,bar,399,gtm,16,162.2917022705078
hydraulic,0.75,PS1,bar,399,gtm,17,164.0343475341797
hydraulic,0.75,PS1,bar,399,gtm,18,167.3905029296875
hydraulic,0.75,PS1,bar,399,gtm,19,165.69064331054688
hydraulic,0.75,PS1,bar,399,gtm,20,164.79148864746094
hydraulic,0.75,PS1,bar,399,gtm,21,160.05612182617188
hydraulic,0.75,PS1,bar,399,gtm,22,157.71240234375
hydraulic,0.75,PS1,bar,399,gtm,23,158.10501098632812
hydraulic,0.75,PS1,bar,399,gtm,24,155.86766052246094
hydraulic,0.25,PS1,bar,191,cpiri,1,154.20498657226562
hydraulic,0.25,PS1,bar,191,cpiri,2,154.1094970703125
hydraulic,0.25,PS1,bar,191,cpiri,3,154.09197998046875
hydraulic,0.25,PS1,bar,191,cpiri,4,154.14990234375
hydraulic,0.25,PS1,bar,191,cpiri,5,153.85655212402344
hydraulic,0.25,PS1,bar,191,cpiri,6,153.89208984375
hydraulic,0.25,PS1,bar,191,cpiri,7,153.66734313964844
hydraulic,0.25,PS1,bar,191,cpiri,8,153.85873413085938
hydraulic,0.25,PS1,bar,191,cpiri,9,153.73512268066406
hydraulic,0.25,PS1,bar,191,cpiri,10,153.89590454101562
hydraulic,0.25,PS1,bar,191,cpiri,11,153.84896850585938
hydraulic,0.25,PS1,bar,191,cpiri,12,153.69256591796875
hydraulic,0.25,PS1,bar,191,cpiri,13,153.81155395507812
hydraulic,0.25,PS1,bar,191,cpiri,14,153.6026611328125
hydraulic,0.25,PS1,bar,191,cpiri,15,153.4680633544922
hydraulic,0.25,PS1,bar,191,cpiri,16,153.30239868164062
hydraulic,0.25,PS1,bar,191,cpiri,17,153.11502075195312
hydraulic,0.25,PS1,bar,191,cpiri,18,153.32415771484375
hydraulic,0.25,PS1,bar,191,cpiri,19,153.47610473632812
hydraulic,0.25,PS1,bar,191,cpiri,20,153.67428588867188
hydraulic,0.25,PS1,bar,191,cpiri,21,153.69631958007812
hydraulic,0.25,PS1,bar,191,cpiri,22,153.6009979248047
hydraulic,0.25,PS1,bar,191,cpiri,23,153.5914306640625
hydraulic,0.25,PS1,bar,191,cpiri,24,153.8327178955078
hydraulic,0.75,PS1,bar,399,cpiri,1,155.02947998046875
hydraulic,0.75,PS1,bar,399,cpiri,2,154.9373779296875
hydraulic,0.75,PS1,bar,399,cpiri,3,154.853759765625
hydraulic,0.75,PS1,bar,399,cpiri,4,154.87315368652344
hydraulic,0.75,PS1,bar,399,cpiri,5,154.58616638183594
hydraulic,0.75,PS1,bar,399,cpiri,6,154.64817810058594
hydraulic,0.75,PS1,bar,399,cpiri,7,154.42013549804688
hydraulic,0.75,PS1,bar,399,cpiri,8,154.64678955078125
hydraulic,0.75,PS1,bar,399,cpiri,9,154.5553741455078
hydraulic,0.75,PS1,bar,399,cpiri,10,154.7310791015625
hydraulic,0.75,PS1,bar,399,cpiri,11,154.67942810058594
hydraulic,0.75,PS1,bar,399,cpiri,12,154.54615783691406
hydraulic,0.75,PS1,bar,399,cpiri,13,154.71568298339844
hydraulic,0.75,PS1,bar,399,cpiri,14,154.49757385253906
hydraulic,0.75,PS1,bar,399,cpiri,15,154.3551025390625
hydraulic,0.75,PS1,bar,399,cpiri,16,154.17626953125
hydraulic,0.75,PS1,bar,399,cpiri,17,153.9977569580078
hydraulic,0.75,PS1,bar,399,cpiri,18,154.17738342285156
hydraulic,0.75,PS1,bar,399,cpiri,19,154.3206329345703
hydraulic,0.75,PS1,bar,399,cpiri,20,154.56166076660156
hydraulic,0.75,PS1,bar,399,cpiri,21,154.5369110107422
hydraulic,0.75,PS1,bar,399,cpiri,22,154.4627227783203
hydraulic,0.75,PS1,bar,399,cpiri,23,154.49005126953125
hydraulic,0.75,PS1,bar,399,cpiri,24,154.71742248535156
metropt,0.25,TP2,bar,31432,observed,-95,6.478000164031982
metropt,0.25,TP2,bar,31432,observed,-94,8.699999809265137
metropt,0.25,TP2,bar,31432,observed,-93,8.218000411987305
metropt,0.25,TP2,bar,31432,observed,-92,8.907999992370605
metropt,0.25,TP2,bar,31432,observed,-91,9.142000198364258
metropt,0.25,TP2,bar,31432,observed,-90,9.319999694824219
metropt,0.25,TP2,bar,31432,observed,-89,9.435999870300293
metropt,0.25,TP2,bar,31432,observed,-88,9.657999992370605
metropt,0.25,TP2,bar,31432,observed,-87,7.197999954223633
metropt,0.25,TP2,bar,31432,observed,-86,9.763999938964844
metropt,0.25,TP2,bar,31432,observed,-85,9.949999809265137
metropt,0.25,TP2,bar,31432,observed,-84,10.112000465393066
metropt,0.25,TP2,bar,31432,observed,-83,10.277999877929688
metropt,0.25,TP2,bar,31432,observed,-82,10.444000244140625
metropt,0.25,TP2,bar,31432,observed,-81,10.065999984741211
metropt,0.25,TP2,bar,31432,observed,-80,-0.026000000536441803
metropt,0.25,TP2,bar,31432,observed,-79,-0.02199999988079071
metropt,0.25,TP2,bar,31432,observed,-78,-0.019999999552965164
metropt,0.25,TP2,bar,31432,observed,-77,-0.017999999225139618
metropt,0.25,TP2,bar,31432,observed,-76,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,-75,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,-74,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-73,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,-72,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,-71,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-70,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-69,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-68,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-67,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-66,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-65,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-64,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-63,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-62,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-61,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-60,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-59,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-58,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-57,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-56,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-55,-0.00800000037997961
metropt,0.25,TP2,bar,31432,observed,-54,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-53,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-52,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-51,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-50,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-49,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-48,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-47,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-46,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-45,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-44,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-43,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-42,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-41,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-40,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-39,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-38,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-37,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-36,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-35,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-34,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-33,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-32,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-31,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-30,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-29,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-28,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-27,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-26,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-25,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-24,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-23,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-22,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-21,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-20,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-19,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-18,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-17,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-16,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-15,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-14,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-13,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-12,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-11,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-10,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-9,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-8,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,-7,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-6,-0.009999999776482582
metropt,0.25,TP2,bar,31432,observed,-5,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-4,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-3,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,-2,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,-1,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,0,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,1,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,2,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,3,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,4,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,5,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,6,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,7,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,8,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,9,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,10,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,11,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,12,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,13,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,14,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,15,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,16,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,17,-0.01600000075995922
metropt,0.25,TP2,bar,31432,observed,18,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,19,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,20,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,21,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,22,-0.014000000432133675
metropt,0.25,TP2,bar,31432,observed,23,-0.012000000104308128
metropt,0.25,TP2,bar,31432,observed,24,-0.012000000104308128
metropt,0.25,TP2,bar,31432,moirai,1,-0.01244962215423584
metropt,0.25,TP2,bar,31432,moirai,2,-0.012551426887512207
metropt,0.25,TP2,bar,31432,moirai,3,-0.012193918228149414
metropt,0.25,TP2,bar,31432,moirai,4,-0.012393951416015625
metropt,0.25,TP2,bar,31432,moirai,5,-0.012552499771118164
metropt,0.25,TP2,bar,31432,moirai,6,-0.012819170951843262
metropt,0.25,TP2,bar,31432,moirai,7,-0.012777328491210938
metropt,0.25,TP2,bar,31432,moirai,8,-0.012762308120727539
metropt,0.25,TP2,bar,31432,moirai,9,-0.012993812561035156
metropt,0.25,TP2,bar,31432,moirai,10,-0.013029098510742188
metropt,0.25,TP2,bar,31432,moirai,11,-0.01273643970489502
metropt,0.25,TP2,bar,31432,moirai,12,-0.012815356254577637
metropt,0.25,TP2,bar,31432,moirai,13,-0.013014554977416992
metropt,0.25,TP2,bar,31432,moirai,14,-0.012795567512512207
metropt,0.25,TP2,bar,31432,moirai,15,-0.012735247611999512
metropt,0.25,TP2,bar,31432,moirai,16,-0.012774348258972168
metropt,0.25,TP2,bar,31432,moirai,17,-0.012790322303771973
metropt,0.25,TP2,bar,31432,moirai,18,-0.012601256370544434
metropt,0.25,TP2,bar,31432,moirai,19,-0.012517213821411133
metropt,0.25,TP2,bar,31432,moirai,20,-0.01239001750946045
metropt,0.25,TP2,bar,31432,moirai,21,-0.012488365173339844
metropt,0.25,TP2,bar,31432,moirai,22,-0.012705445289611816
metropt,0.25,TP2,bar,31432,moirai,23,-0.012742757797241211
metropt,0.25,TP2,bar,31432,moirai,24,-0.012760400772094727
metropt,0.25,TP2,bar,31432,gaugeformer_v13,1,-0.01244962215423584
metropt,0.25,TP2,bar,31432,gaugeformer_v13,2,-0.012551426887512207
metropt,0.25,TP2,bar,31432,gaugeformer_v13,3,-0.012193918228149414
metropt,0.25,TP2,bar,31432,gaugeformer_v13,4,-0.012393951416015625
metropt,0.25,TP2,bar,31432,gaugeformer_v13,5,-0.012552499771118164
metropt,0.25,TP2,bar,31432,gaugeformer_v13,6,-0.012819170951843262
metropt,0.25,TP2,bar,31432,gaugeformer_v13,7,-0.012777328491210938
metropt,0.25,TP2,bar,31432,gaugeformer_v13,8,-0.012762308120727539
metropt,0.25,TP2,bar,31432,gaugeformer_v13,9,-0.012993812561035156
metropt,0.25,TP2,bar,31432,gaugeformer_v13,10,-0.013029098510742188
metropt,0.25,TP2,bar,31432,gaugeformer_v13,11,-0.01273643970489502
metropt,0.25,TP2,bar,31432,gaugeformer_v13,12,-0.012815356254577637
metropt,0.25,TP2,bar,31432,gaugeformer_v13,13,-0.013014554977416992
metropt,0.25,TP2,bar,31432,gaugeformer_v13,14,-0.012795567512512207
metropt,0.25,TP2,bar,31432,gaugeformer_v13,15,-0.012735247611999512
metropt,0.25,TP2,bar,31432,gaugeformer_v13,16,-0.012774348258972168
metropt,0.25,TP2,bar,31432,gaugeformer_v13,17,-0.012790322303771973
metropt,0.25,TP2,bar,31432,gaugeformer_v13,18,-0.012601256370544434
metropt,0.25,TP2,bar,31432,gaugeformer_v13,19,-0.012517213821411133
metropt,0.25,TP2,bar,31432,gaugeformer_v13,20,-0.01239001750946045
metropt,0.25,TP2,bar,31432,gaugeformer_v13,21,-0.012488365173339844
metropt,0.25,TP2,bar,31432,gaugeformer_v13,22,-0.012705445289611816
metropt,0.25,TP2,bar,31432,gaugeformer_v13,23,-0.012742757797241211
metropt,0.25,TP2,bar,31432,gaugeformer_v13,24,-0.012760400772094727
metropt,0.75,TP2,bar,34090,observed,-95,9.697999954223633
metropt,0.75,TP2,bar,34090,observed,-94,9.881999969482422
metropt,0.75,TP2,bar,34090,observed,-93,10.043999671936035
metropt,0.75,TP2,bar,34090,observed,-92,10.204000473022461
metropt,0.75,TP2,bar,34090,observed,-91,10.371999740600586
metropt,0.75,TP2,bar,34090,observed,-90,5.283999919891357
metropt,0.75,TP2,bar,34090,observed,-89,-0.026000000536441803
metropt,0.75,TP2,bar,34090,observed,-88,-0.02199999988079071
metropt,0.75,TP2,bar,34090,observed,-87,-0.019999999552965164
metropt,0.75,TP2,bar,34090,observed,-86,-0.019999999552965164
metropt,0.75,TP2,bar,34090,observed,-85,-0.017999999225139618
metropt,0.75,TP2,bar,34090,observed,-84,-0.01600000075995922
metropt,0.75,TP2,bar,34090,observed,-83,-0.014000000432133675
metropt,0.75,TP2,bar,34090,observed,-82,-0.014000000432133675
metropt,0.75,TP2,bar,34090,observed,-81,-0.014000000432133675
metropt,0.75,TP2,bar,34090,observed,-80,-0.012000000104308128
metropt,0.75,TP2,bar,34090,observed,-79,-0.014000000432133675
metropt,0.75,TP2,bar,34090,observed,-78,-0.012000000104308128
metropt,0.75,TP2,bar,34090,observed,-77,-0.01600000075995922
metropt,0.75,TP2,bar,34090,observed,-76,-0.012000000104308128
metropt,0.75,TP2,bar,34090,observed,-75,-0.012000000104308128
metropt,0.75,TP2,bar,34090,observed,-74,-0.009999999776482582
metropt,0.75,TP2,bar,34090,observed,-73,-0.012000000104308128
metropt,0.75,TP2,bar,34090,observed,-72,-0.009999999776482582
metropt,0.75,TP2,bar,34090,observed,-71,-0.009999999776482582
metropt,0.75,TP2,bar,34090,observed,-70,-0.009999999776482582
metropt,0.75,TP2,bar,34090,observed,-69,-0.012000000104308128
